,詞,標準症狀,詞長度
682,血尿,小便挾血。,2
683,血後呃逆,呃逆。,4
684,血淋,小便挾血。,2
685,行動遲滯,四肢遲滯。,4
686,囟門遲閉,囟門遲閉。,4
687,但欲寐，反發熱,發熱。,7
688,作癢咳嗽,喉癢。,4
689,作癢咳嗽,咳嗽。,4
690,低熱,低熱。,2
691,低熱久熱,低熱。,4
692,低熱不揚,低熱。,4
693,低熱持續不退,低熱。,6
694,低熱逗留,低熱。,4
695,低熱過38度,低熱。,6
696,低燒,低熱。,2
697,冷汗自出,冷汗。,4
698,冷汗自出,自汗。,4
699,冷汗浸淫,冷汗。,4
700,冷劇時，渾身顫慄,寒戰。,8
701,吞吐酸水,泛酸。,4
702,吞吐酸水,泛酸。,4
703,吞酸,泛酸。,2
704,吞酸，泛而吐出,泛酸。,7
705,吞酸，泛而吐出,泛酸。,7
706,吞酸吐酸,泛酸。,4
707,吞酸吐酸,泛酸。,4
708,吞酸噯腐,泛酸。,4
709,呃忒,呃逆。,2
710,呃逆,呃逆。,2
711,呃逆或吐蛔,呃逆。,5
712,呃逆或吐蛔,吐蛔。,5
713,困倦不起,情緒神疲。,4
714,坐臥不安,情緒心慌。,4
715,壯熱,壯熱。,2
716,壯熱無汗,壯熱。,4
717,壯熱無汗,無汗。,4
718,壯熱煩躁，日晡則劇,壯熱。,9
719,壯熱煩躁，日晡則劇,情緒煩躁。,9
720,夾有膿血,大便挾血。,4
721,尿少,小便量少。,2
722,尿少灼熱,小便次少。,4
723,尿少灼熱,小便灼熱。,4
724,尿有餘瀝,小便不盡。,4
725,尿色黃赤,小便色黃。,4
726,尿血,小便挾血。,2
727,尿赤,小便色紅。,2
728,尿赤短少,小便色棕。,4
729,尿赤短少,小便量少。,4
730,尿赤黃濁,小便色紅。,4
731,尿赤黃濁,小便色黃。,4
732,尿赤澀痛,小便色紅。,4
733,尿赤澀痛,小便疼痛。,4
734,尿後餘瀝不盡,小便不盡。,6
735,尿急,小便急迫。,2
736,尿痛,小便疼痛。,2
737,尿短赤,小便量少。,3
738,尿短赤,小便色紅。,3
739,尿意頻數,小便次多。,4
740,尿頻,小便次多。,2
741,尿頻量少,小便次多。,4
742,尿頻量少,小便量少。,4
743,尾骶骨痛,尾閭痛。,4
744,尾骶骨痛連腰,尾閭痛。,6
745,尾骶骨痛連腰,腰痛。,6
746,形有冷感,畏寒。,4
747,形色萎倦,情緒神疲。,4
748,形胖色(白光),面色白。,7
749,形容枯槁,全身消瘦。,4
750,形容憔悴,全身消瘦。,4
751,形神憔悴,情緒神疲。,4
752,形寒,畏寒。,2
753,形寒內熱,畏寒。,4
754,形寒內熱,發熱。,4
755,形寒怯冷,畏寒。,4
756,形寒怕冷,畏寒。,4
757,形寒肢冷,畏寒。,4
758,形寒肢冷,四肢冷。,4
759,形寒蜷臥,畏寒。,4
760,形寒蜷臥,蜷臥。,4
761,形槁毛枯,全身消瘦。,4
762,形槁毛枯,體毛焦枯。,4
763,形瘦,全身消瘦。,2
764,形瘦色黑,全身消瘦。,4
765,形瘦色黑,面色黑。,4
766,形瘦色蒼,全身消瘦。,4
767,形瘦色蒼,面色白。,4
768,形瘦骨立,全身消瘦。,4
769,形瘦骨立呼吸微弱,全身消瘦。,8
770,形瘦骨立呼吸微弱,呼吸微弱。,8
771,形體消瘦,全身消瘦。,4
772,形體虛羸,全身消瘦。,4
773,形體蒼瘦,全身消瘦。,4
774,形體瘦弱,全身消瘦。,4
775,形體瘦弱或浮胖白嫩,全身消瘦。,9
776,形體瘦弱或浮胖白嫩,全身浮腫。,9
777,步履不遂,步態不穩。,4
778,步履艱難,步態不穩。,4
779,每遇風寒便發作咳喘,咳喘。,9
780,沉默不語,情緒寡言。,4
781,沖咳,咳嗽。,2
782,沖厥,意識昏迷。,2
783,沖痛,全身痛。,2
784,沖嘔,嘔吐。,2
785,灼熱,發熱。,2
786,狂言舞蹈,意識譫語。,4
787,狂言舞蹈,四肢拘急。,4
788,狂亂,意識發狂。,2
789,肝區悶痛,右脅痛。,4
790,肝脾腫大且疼,右脅痛。,6
791,肝脾腫大且疼,右脅腫。,6
792,見風如直入腦戶，得溫輕減,畏風。,12
793,角弓反張,四肢拘急。,4
794,言語乏力,情緒聲弱。,4
795,言語失倫，常常戲笑,意識譫語。,9
796,言語妄謬,意識譫語。,4
797,言語無力,情緒聲弱。,4
798,言語難，強言則聲不繼出,語聲不出。,11
799,足冷,足冷。,2
800,足冷小便清白,下肢冷。,6
801,足冷小便清白,小便色清。,6
802,足冷牙齒冷感,足冷。,6
803,足冷牙齒冷感,牙齒酸。,6
804,足背浮腫,足背浮腫。,4
805,足腫,下肢腫脹。,2
806,足跟痛,足跟痛。,3
807,足膝無力,下肢無力。,4
808,身冷如冰,畏寒。,4
809,身困酸楚,全身酸。,4
810,身重或疼痛，不能轉側,全身重。,10
811,身重或疼痛，不能轉側,全身痛。,10
812,身重或疼痛，不能轉側,難臥。,10
813,身重昏沉,全身重。,4
814,身重昏沉,意識昏迷。,4
815,身重浮腫,全身重。,4
816,身重浮腫,全身浮腫。,4
817,身重惡寒,全身重。,4
818,身重惡寒,惡寒。,4
819,身重痛,全身重。,3
820,身重痛,全身痛。,3
821,身重嗜臥,全身重。,4
822,身重嗜臥,嗜睡。,4
823,身倦氣短,情緒神疲。,4
824,身倦氣短,呼吸微弱。,4
825,身倦無力,情緒神疲。,4
826,身倦無力,四肢無力。,4
827,身疲乏無力,情緒神疲。,5
828,身疲乏無力,四肢無力。,5
829,身疼,全身痛。,2
830,身疼重,全身重。,3
831,身疼重,全身痛。,3
832,身厥額黑,畏寒。,4
833,身寒手足踡縮,四肢冷。,6
834,身寒手足踡縮,蜷臥。,6
835,身惡寒,惡寒。,3
836,身痛,全身痛。,2
837,身痛筋掣,全身痛。,4
838,身痛筋掣,四肢抽筋。,4
839,身酸無力以動,全身酸。,6
840,身酸無力以動,四肢無力。,6
841,身微熱,低熱。,3
842,身輕心煩,情緒煩躁。,4
843,身酸困惡風,全身酸。,5
844,身酸困惡風,惡風。,5
845,身酸疼,全身酸。,3
846,身酸疼,全身痛。,3
847,身熱,發熱。,2
848,身熱口乾,發熱。,4
849,身熱口乾,口乾。,4
850,身熱口渴,發熱。,4
851,身熱口渴,口渴。,4
852,身熱不揚,身熱不揚。,4
853,身踡足冷,蜷臥。,4
854,身踡足冷,下肢冷。,4
855,身癢風疹癮疹,皮膚癢。,6
856,身癢風疹癮疹,皮膚生疹。,6
857,身體枯變,皮膚乾。,4
858,身體消瘦,全身消瘦。,4
859,身體痛,全身痛。,3
860,身體酸困,全身酸。,4
861,身體瘦削,全身消瘦。,4
862,乳房作脹,乳房脹。,4
863,乳房結塊,乳房結塊。,4
864,乳房脹痛,乳房脹。,4
865,乳食不思,食欲低落。,4
866,兩手震顫,手顫。,4
867,兩目乾澀,目乾。,4
868,兩足特別冷,下肢冷。,5
869,兩足微腫,下肢腫脹。,4
870,兩便常滑,大便失禁。,4
871,兩便常滑,小便失禁。,4
872,兩脅發滿,脅脹。,4
873,兩脅隱痛，連腰胯,脅痛。,8
874,兩脅隱痛，連腰胯,腰痛。,8
875,兩脛自冷,小腿冷。,4
876,兩顴發紅,面色紅。,4
877,其人如痴,意識痴呆。,4
878,卒倒,意識昏迷。,2
879,呼吸不利,呼吸不暢。,4
880,呼吸不利或小腹牽引,呼吸不暢。,9
881,呼吸不利或小腹牽引,小腹攣急。,9
882,呼吸有痰,呼吸痰鳴。,4
883,呼吸急促,呼吸急促。,4
884,呼吸氣粗,呼吸聲大。,4
885,呼吸淺而短,呼吸微弱。,5
886,呼吸細微,呼吸微弱。,4
887,呼吸短促,呼吸急促。,4
888,呼吸短促,呼吸微弱。,4
889,呼吸短淺,呼吸微弱。,4
890,呼吸量少,呼吸微弱。,4
891,周身乏力,四肢無力。,4
892,周身筋脈掣急,四肢拘急。,6
893,周身酸楚,全身酸。,4
894,夜不安寐,易醒。,4
895,夜不成寐,難眠。,4
896,夜半胃痛,胃痛。,4
897,夜半氣喘,呼吸急促。,4
898,夜有盜汗,盜汗。,4
899,夜尿多,夜時小便次多。,3
900,夜尿多,小便量多。,3
901,夜尿更多,夜時小便次多。,4
902,夜尿更多,小便次多。,4
903,夜尿頻多,夜時小便次多。,4
904,夜尿頻多,小便次多。,4
905,夜尿頻多,小便量多。,4
906,夜尿頻數,夜時小便次多。,4
907,夜尿頻數,小便次多。,4
908,夜盲,夜間目暗。,2
909,夜咳尤甚,夜咳。,4
910,夜寐不安,易醒。,4
911,夜寐惊悸,情緒心驚。,4
912,夜間多尿,夜間小便次多。,4
913,夜間汗出,自汗。,4
914,夜間盜汗,盜汗。,4
915,夜煩少寐,情緒煩躁。,4
916,夜煩少寐,難眠。,4
917,夜睡不寧,易醒。,4
918,夜睡而夢遺,遺精。,5
919,夜熱,夜時發熱。,2
920,夜難成寐,難眠。,4
921,奔豚,氣由下往上衝。,2
922,往來寒熱口苦,寒熱往來。,6
923,往來寒熱口苦,口苦。,6
924,怔忡,心悸。,2
925,怔忡不寐,心悸。,4
926,怔忡不寐,難眠。,4
927,怔忡不寧,心悸。,4
928,怔忡不寧,情緒心慌。,4
929,怯怯少氣,呼吸微弱。,4
930,怕冷,畏寒。,2
931,怕冷發熱,惡寒。,4
932,怕冷發熱,發熱。,4
933,怕風,畏風。,2
934,怕動,意識懶動。,2
935,性功能減退,陽痿。,5
936,性功能減退,早洩。,5
937,性情急躁,情緒急躁。,4
938,性欲淡薄,性欲低落。,4
939,性機能減退,陽痿。,5
940,性燥,情緒急躁。,2
941,或嘔或吐,嘔吐。,4
942,抽搐,四肢抽搐。,2
943,抽搐反張,四肢抽搐。,4
944,抽搐反張,四肢拘急。,4
945,拘急偏癱,四肢拘急。,4
946,拘急偏癱,半身偏癱。,4
947,放屁頻頻,矢氣量多。,4
948,易汗,自汗。,2
949,易自汗出,自汗。,4
950,易怒,情緒憤怒。,2
951,易倦，遇勞即發,情緒神疲。,7
952,易飢或不知飢，腹中空空無一物,食欲亢進。,14
953,易飢或不知飢，腹中空空無一物,食欲低落。,14
954,昏困,情緒神疲。,2
955,昏沉,意識昏迷。,2
956,昏沉困倦,情緒神疲。,4
957,昏迷不省,意識昏迷。,4
958,昏厥,意識昏迷。,2
959,昏蒙頭眩,頭昏。,4
960,昏蒙頭眩,頭暈。,4
961,泛惡,噁心。,2
962,泛惡欲吐,噁心。,4
963,泛惡欲吐,嘔吐。,4
964,泛酸,泛酸。,2
965,泛酸欲嘔,泛酸。,4
966,泛酸欲嘔,嘔吐。,4
967,疝氣,疝氣。,2
968,疝痛,腹痛。,2
969,肢末欠溫,四肢冷。,4
970,肢冷,四肢冷。,2
971,肢涼，周身拘束,四肢冷。,7
972,肢麻,四肢麻木。,2
973,肢腫膚脹,四肢浮腫。,4
974,肢腫膚脹,全身浮腫。,4
975,肢懈肢冷,四肢無力。,4
976,肢懈肢冷,四肢冷。,4
977,肢體困倦,四肢無力。,4
978,肢體拘攣,四肢拘急。,4
979,肢體怠惰,四肢無力。,4
980,肢體倦怠,四肢無力。,4
981,肢體疲軟,四肢無力。,4
982,肢體麻木,四肢麻木。,4
983,肢體麻痹,四肢麻木。,4
984,肢體掣強，伸縮不利,四肢拘急。,9
985,肢體掣強，伸縮不利,四肢僵硬。,9
986,肢體無力,四肢無力。,4
987,肩背腰腿及周身疼有定處，或如錐刺,肩痛。,16
988,肩背腰腿及周身疼有定處，或如錐刺,背痛。,16
989,肩背腰腿及周身疼有定處，或如錐刺,腰痛。,16
990,肩背腰腿及周身疼有定處，或如錐刺,腿痛。,16
991,肩背腰腿及周身疼有定處，或如錐刺,全身痛。,16
992,臥床不起,嗜睡。,4
993,臥則筋惕肉瞤,臥則肉顫。,6
994,臥時蜷曲,蜷臥。,4
995,臥起不安,情緒心慌。,4
996,表情淡漠,意識呆滯。,4
997,青筋暴露,青筋暴露。,4
998,青筋暴露，或紅絲赤縷，或見於皮膚，或見於四肢，或見於脘腹,青筋暴露。,28
999,青筋暴露，或紅絲赤縷，或見於皮膚，或見於四肢，或見於脘腹,全身血絲。,28
1000,便下痰涎，則痞悶隨減，或得溫熱可減,大便挾黏液。,17
1001,便出痰涎,大便挾黏液。,4
1002,便血,大便挾血。,2
1003,便後脫肛,脫肛。,4
1004,便軟,大便質稀。,2
1005,便閉,大便不暢。,2
1006,便溺、嘔吐、失血等，紅赤甚則紫黑,大便色紅。,16
1007,便溺、嘔吐、失血等，紅赤甚則紫黑,小便色紅。,16
1008,便溏,大便質稀。,2
1009,便溏熱不爽,大便質稀。,5
1010,便頻糞稀,大便次多。,4
1011,便頻糞稀,大便質稀。,4
1012,便燥,大便質硬。,2
1013,便膿血,大便挾膿。,3
1014,便膿血,大便挾血。,3
1015,前後泄利,小便量多。,4
1016,前後泄利,大便量多。,4
1017,咳、吐、嘔、唾出清涎,吐涎。,10
1018,咳多白沫,痰挾沫。,4
1019,咳血,咳血。,2
1020,咳血聲啞,咳血。,4
1021,咳血聲啞,聲啞。,4
1022,咳則尿出,咳時尿出。,4
1023,咳咯痰水清稀,咳痰。,6
1024,咳咯痰水清稀,痰色清。,6
1025,咳咯痰水清稀,痰質稀。,6
1026,咳甚於夜間,夜咳。,5
1027,咳逆,咳嗽。,2
1028,咳逆,氣逆。,2
1029,咳逆上氣,咳嗽。,4
1030,咳逆上氣,氣逆。,4
1031,咳逆氣逆氣喘,咳嗽。,6
1032,咳逆氣逆氣喘,氣逆。,6
1033,咳逆氣逆氣喘,呼吸急促。,6
1034,咳逆氣短,咳嗽。,4
1035,咳逆氣短,氣逆。,4
1036,咳逆氣短,呼吸微弱。,4
1037,咳逆胸痞,咳嗽。,4
1038,咳逆胸痞,氣逆。,4
1039,咳逆胸痞,胸悶。,4
1040,咳逆惡心,咳嗽。,4
1041,咳逆惡心,氣逆。,4
1042,咳逆惡心,噁心。,4
1043,咳逆嘔噁,咳嗽。,4
1044,咳逆嘔噁,氣逆。,4
1045,咳逆嘔噁,嘔吐。,4
1046,咳逆嘔噁,噁心。,4
1047,咳喘胸痛,咳喘。,4
1048,咳喘胸痛,胸痛。,4
1049,咳喘痰稠,咳喘。,4
1050,咳喘痰稠,痰質濃。,4
1051,咳唾泡沫痰,吐涎。,5
1052,咳唾泡沫痰,痰挾沫。,5
1053,咳唾鼻流清涕,鼻流涕。,6
1054,咳唾鼻流清涕,涕色清。,6
1055,咳嗆,嗆咳。,2
1056,咳嗆咽乾嘈雜易飢,嗆咳。,8
1057,咳嗆咽乾嘈雜易飢,喉乾。,8
1058,咳嗆咽乾嘈雜易飢,嘈雜。,8
1059,咳嗆咽乾嘈雜易飢,食欲亢進。,8
1060,咳痰,咳痰。,2
1061,咳痰吐痰,咳痰。,4
1062,咳痰臭腐,痰味臭。,4
1063,咳痰臭穢如粥，或為膿血,痰味臭。,11
1064,咳痰臭穢如粥，或為膿血,痰質濃。,11
1065,咳痰臭穢如粥，或為膿血,痰挾膿。,11
1066,咳痰臭穢如粥，或為膿血,痰挾血。,11
1067,咳痰清稀如泡沫,咳痰。,7
1068,咳痰清稀如泡沫,痰質稀。,7
1069,咳痰喘急,咳痰。,4
1070,咳痰喘急,呼吸急促。,4
1071,咳痰黃稠,咳痰。,4
1072,咳痰黃稠,痰色黃。,4
1073,咳痰黃稠,痰質濃。,4
1074,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,咳痰。,28
1075,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,痰難咳出。,28
1076,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,痰色紅。,28
1077,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,痰挾血。,28
1078,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,痰色紫。,28
1079,咳痰難出,痰難咳出。,4
1080,咳嗽,咳嗽。,2
1081,咳嗽上氣,咳嗽。,4
1082,咳嗽上氣,氣逆。,4
1083,咳嗽不爽,咳嗽。,4
1084,咳嗽作嗆,嗆咳。,4
1085,咳嗽呼吸引痛,咳嗽。,6
1086,咳嗽呼吸引痛,胸痛。,6
1087,咳嗽呼吸引痛,脅痛。,6
1088,咳嗽時咯血,咳嗽。,5
1089,咳嗽時咯血,咳血。,5
1090,咳嗽氣喘,咳嗽。,4
1091,咳嗽氣喘,呼吸急促。,4
1092,咳嗽痰少,咳嗽。,4
1093,咳嗽痰少,痰量少。,4
1094,咳嗽痰多清稀,咳嗽。,6
1095,咳嗽痰多清稀,痰量多。,6
1096,咳嗽痰多清稀,痰色清。,6
1097,咳嗽痰多清稀,痰質稀。,6
1098,咳嗽聲低,咳嗽。,4
1099,咳嗽聲低,咳聲小。,4
1100,咳聲低微,咳聲小。,4
1101,咳聲重濁,咳聲大。,4
1102,咽中熱沖即作嗆咳,嗆咳。,8
1103,咽阻失音,咽阻。,4
1104,咽阻失音,聲啞。,4
1105,咽阻音塞,咽阻。,4
1106,咽阻音塞,聲啞。,4
1107,咽阻胸悶咳嗽,咽阻。,6
1108,咽阻胸悶咳嗽,胸悶。,6
1109,咽阻胸悶咳嗽,咳嗽。,6
1110,咽破失音,聲啞。,4
1111,咽乾,喉乾。,2
1112,咽乾口燥,口乾。,4
1113,咽乾口燥,喉乾。,4
1114,咽乾咽痛,喉乾。,4
1115,咽乾咽痛,喉痛。,4
1116,咽乾唇燥,喉乾。,4
1117,咽乾唇燥,唇乾。,4
1118,咽乾痛,喉乾。,3
1119,咽乾痛,喉痛。,3
1120,咽乾癢乾咳,喉乾。,5
1121,咽乾癢乾咳,喉癢。,5
1122,咽乾癢乾咳,咳時無痰。,5
1123,咽乾癢痰稠,喉乾。,5
1124,咽乾癢痰稠,喉癢。,5
1125,咽乾癢痰稠,痰質濃。,5
1126,咽喉不利,咽阻。,4
1127,咽喉不利，咽癢,喉癢。,7
1128,咽喉似有物梗阻,咽阻。,7
1129,咽喉乾燥,喉乾。,4
1130,咽喉腫痛,喉痛。,4
1131,咽喉燥癢,喉乾。,4
1132,咽喉燥癢,喉癢。,4
1133,咽痛,喉痛。,2
1134,咽痛，乾燥隱痛,喉乾。,7
1135,咽痛，乾燥隱痛,喉痛。,7
1136,咽痛音啞,喉痛。,4
1137,咽痛音啞,聲啞。,4
1138,咽痛音嘶,喉痛。,4
1139,咽痛音嘶,聲啞。,4
1140,咽痛氣逆,喉痛。,4
1141,咽痛氣逆,氣逆。,4
1142,咽痛齦腫,喉痛。,4
1143,咽痛齦腫,牙齦腫。,4
1144,咽癢痰白清泡沫,喉癢。,7
1145,咽癢痰白清泡沫,痰色白。,7
1146,咽癢痰白清泡沫,痰挾沫。,7
1147,咯、吐、便、溺等排泄物自覺清冷,小便色清。,15
1148,咯吐瘀紫,咳吐。,4
1149,咯吐膿血,咳血。,4
1150,咯吐膿血,吐血。,4
1151,咯吐艱澀,痰難咳出。,4
1152,咯吐鮮血,咳血。,4
1153,咯吐鮮血,吐血。,4
1154,咯血,咳血。,2
1155,咯血瘀紫,咳血。,4
1156,咯痰,咳痰。,2
1157,咯痰黏白,痰質濃。,4
1158,咯痰黏白,痰色白。,4
1159,怠倦,情緒神疲。,2
1160,急劇疼痛,全身痛。,4
1161,恍惚,意識恍惚。,2
1162,指甲、皮膚青紫,指甲色紫。,7
1163,指甲、皮膚青紫,皮膚色紫。,7
1164,流清涕如水,涕色清。,5
1165,為咳為喘,咳喘。,4
1166,甚則有汗，喘則汗出,自汗。,9
1167,甚則有汗，喘則汗出,呼吸急促。,9
1168,畏寒,畏寒。,2
1169,眉棱骨痛,額痛。,4
1170,突然昏仆，不省人事，面色蒼白，移時甦醒，復如常人,意識昏迷。,24
1171,突然昏仆，不省人事，面色蒼白，移時甦醒，復如常人,面色白。,24
1172,紅光滿面,面色紅。,4
1173,紅色疹,皮膚紅疹。,3
1174,紅色斑,皮膚紅斑。,3
1175,胃不喜食,食欲低落。,4
1176,胃中灼痛，或胃中不舒,胃灼熱。,10
1177,胃中灼痛，或胃中不舒,胃痛。,10
1178,胃中若冷，時唾清涎,吐涎。,9
1179,胃中嘈痛,胃痛。,4
1180,胃中嘈痛,嘈雜。,4
1181,胃納欠佳,食欲低落。,4
1182,胃納減少,食欲低落。,4
1183,胃脘空痛，胃按之濡不硬,胃痛。,11
1184,胃脘疼痛作脹,腹痛。,6
1185,胃脘疼痛作脹,腹脹。,6
1186,胃脘痛食多又痛，食過亦痛,胃痛。,12
1187,胃脘痛得食即止，手按痛緩,胃痛食後減輕。,12
1188,胃脘痞脹,胃脹。,4
1189,胃脘脹痛得食痛甚,胃脹。,8
1190,胃脘脹痛得食痛甚,胃痛。,8
1191,胃脘虛痞,嘈雜。,4
1192,胃痛,胃痛。,2
1193,胃痛得暖得食則緩,胃痛溫暖時減輕。,8
1194,胃痛得暖得食則緩,胃痛食後減輕。,8
1195,胃痛綿綿不絕,胃痛。,6
1196,胃痛噁心,胃痛。,4
1197,胃痛噁心,噁心。,4
1198,胃虛食少,食欲低落。,4
1199,胃鈍不食,胃悶。,4
1200,胃鈍不食,食欲低落。,4
1201,胃腹部刺痛,胃痛。,5
1202,胃腹部刺痛,腹痛。,5
1203,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,胃灼熱。,19
1204,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,嘈雜。,19
1205,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,食欲亢進。,19
1206,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,食欲低落。,19
1207,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,胃痛。,19
