,原始症狀,標準症狀
766,形瘦色蒼,全身消瘦。
767,形瘦色蒼,面色白。
768,形瘦骨立,全身消瘦。
769,形瘦骨立呼吸微弱,全身消瘦。
770,形瘦骨立呼吸微弱,呼吸微弱。
771,形體消瘦,全身消瘦。
772,形體虛羸,全身消瘦。
773,形體蒼瘦,全身消瘦。
774,形體瘦弱,全身消瘦。
775,形體瘦弱或浮胖白嫩,全身消瘦。
776,形體瘦弱或浮胖白嫩,全身浮腫。
777,步履不遂,步態不穩。
778,步履艱難,步態不穩。
779,每遇風寒便發作咳喘,咳喘。
780,沉默不語,情緒寡言。
781,沖咳,咳嗽。
782,沖厥,意識昏迷。
783,沖痛,全身痛。
784,沖嘔,嘔吐。
785,灼熱,發熱。
786,狂言舞蹈,意識譫語。
787,狂言舞蹈,四肢拘急。
788,狂亂,意識發狂。
789,肝區悶痛,右脅痛。
790,肝脾腫大且疼,右脅痛。
791,肝脾腫大且疼,右脅腫。
792,見風如直入腦戶，得溫輕減,畏風。
793,角弓反張,四肢拘急。
794,言語乏力,情緒聲弱。
795,言語失倫，常常戲笑,意識譫語。
796,言語妄謬,意識譫語。
797,言語無力,情緒聲弱。
798,言語難，強言則聲不繼出,語聲不出。
799,足冷,足冷。
800,足冷小便清白,下肢冷。
801,足冷小便清白,小便色清。
802,足冷牙齒冷感,足冷。
803,足冷牙齒冷感,牙齒酸。
804,足背浮腫,足背浮腫。
805,足腫,下肢腫脹。
806,足跟痛,足跟痛。
807,足膝無力,下肢無力。
808,身冷如冰,畏寒。
809,身困酸楚,全身酸。
810,身重或疼痛，不能轉側,全身重。
811,身重或疼痛，不能轉側,全身痛。
812,身重或疼痛，不能轉側,難臥。
813,身重昏沉,全身重。
814,身重昏沉,意識昏迷。
815,身重浮腫,全身重。
816,身重浮腫,全身浮腫。
817,身重惡寒,全身重。
818,身重惡寒,惡寒。
819,身重痛,全身重。
820,身重痛,全身痛。
821,身重嗜臥,全身重。
822,身重嗜臥,嗜睡。
823,身倦氣短,情緒神疲。
824,身倦氣短,呼吸微弱。
825,身倦無力,情緒神疲。
826,身倦無力,四肢無力。
827,身疲乏無力,情緒神疲。
828,身疲乏無力,四肢無力。
829,身疼,全身痛。
830,身疼重,全身重。
831,身疼重,全身痛。
832,身厥額黑,畏寒。
833,身寒手足踡縮,四肢冷。
834,身寒手足踡縮,蜷臥。
835,身惡寒,惡寒。
836,身痛,全身痛。
837,身痛筋掣,全身痛。
838,身痛筋掣,四肢抽筋。
839,身痠無力以動,全身酸。
840,身痠無力以動,四肢無力。
841,身微熱,低熱。
842,身輕心煩,情緒煩躁。
843,身酸困惡風,全身酸。
844,身酸困惡風,惡風。
845,身酸疼,全身酸。
846,身酸疼,全身痛。
847,身熱,發熱。
848,身熱口乾,發熱。
849,身熱口乾,口乾。
850,身熱口渴,發熱。
851,身熱口渴,口渴。
852,身熱不揚,身熱不揚。
853,身踡足冷,蜷臥。
854,身踡足冷,下肢冷。
855,身癢風疹癮疹,皮膚癢。
856,身癢風疹癮疹,皮膚生疹。
857,身體枯變,皮膚乾。
858,身體消瘦,全身消瘦。
859,身體痛,全身痛。
860,身體酸困,全身酸。
861,身體瘦削,全身消瘦。
862,乳房作脹,乳房脹。
863,乳房結塊,乳房結塊。
864,乳房脹痛,乳房脹。
865,乳食不思,食欲低落。
866,兩手震顫,手顫。
867,兩目乾澀,目乾。
868,兩足特別冷,下肢冷。
869,兩足微腫,下肢腫脹。
870,兩便常滑,大便失禁。
871,兩便常滑,小便失禁。
872,兩脅發滿,脅脹。
873,兩脅隱痛，連腰胯,脅痛。
874,兩脅隱痛，連腰胯,腰痛。
875,兩脛自冷,小腿冷。
876,兩顴發紅,面色紅。
877,其人如痴,意識痴呆。
878,卒倒,意識昏迷。
879,呼吸不利,呼吸不暢。
880,呼吸不利或小腹牽引,呼吸不暢。
881,呼吸不利或小腹牽引,小腹攣急。
882,呼吸有痰,呼吸痰鳴。
883,呼吸急促,呼吸急促。
884,呼吸氣粗,呼吸聲大。
885,呼吸淺而短,呼吸微弱。
886,呼吸細微,呼吸微弱。
887,呼吸短促,呼吸急促。
888,呼吸短促,呼吸微弱。
889,呼吸短淺,呼吸微弱。
890,呼吸量少,呼吸微弱。
891,周身乏力,四肢無力。
892,周身筋脈掣急,四肢拘急。
893,周身酸楚,全身酸。
894,夜不安寐,易醒。
895,夜不成寐,難眠。
896,夜半胃痛,胃痛。
897,夜半氣喘,呼吸急促。
898,夜有盜汗,盜汗。
899,夜尿多,夜時小便次多。
900,夜尿多,小便量多。
901,夜尿更多,夜時小便次多。
902,夜尿更多,小便次多。
903,夜尿頻多,夜時小便次多。
904,夜尿頻多,小便次多。
905,夜尿頻多,小便量多。
906,夜尿頻數,夜時小便次多。
907,夜尿頻數,小便次多。
908,夜盲,夜間目暗。
909,夜咳尤甚,夜咳。
910,夜寐不安,易醒。
911,夜寐惊悸,情緒心驚。
912,夜間多尿,夜間小便次多。
913,夜間汗出,自汗。
914,夜間盜汗,盜汗。
915,夜煩少寐,情緒煩躁。
916,夜煩少寐,難眠。
917,夜睡不寧,易醒。
918,夜睡而夢遺,遺精。
919,夜熱,夜時發熱。
920,夜難成寐,難眠。
921,奔豚,氣由下往上衝。
922,往來寒熱口苦,寒熱往來。
923,往來寒熱口苦,口苦。
924,怔忡,心悸。
925,怔忡不寐,心悸。
926,怔忡不寐,難眠。
927,怔忡不寧,心悸。
928,怔忡不寧,情緒心慌。
929,怯怯少氣,呼吸微弱。
930,怕冷,畏寒。
931,怕冷發熱,惡寒。
932,怕冷發熱,發熱。
933,怕風,畏風。
934,怕動,意識懶動。
935,性功能減退,陽痿。
936,性功能減退,早洩。
937,性情急躁,情緒急躁。
938,性欲淡薄,性欲低落。
939,性機能減退,陽痿。
940,性燥,情緒急躁。
941,或嘔或吐,嘔吐。
942,抽搐,四肢抽搐。
943,抽搐反張,四肢抽搐。
944,抽搐反張,四肢拘急。
945,拘急偏癱,四肢拘急。
946,拘急偏癱,半身偏癱。
947,放屁頻頻,矢氣量多。
948,易汗,自汗。
949,易自汗出,自汗。
950,易怒,情緒憤怒。
951,易倦，遇勞即發,情緒神疲。
952,易飢或不知飢，腹中空空無一物,食欲亢進。
953,易飢或不知飢，腹中空空無一物,食欲低落。
954,昏困,情緒神疲。
955,昏沉,意識昏迷。
956,昏沉困倦,情緒神疲。
957,昏迷不省,意識昏迷。
958,昏厥,意識昏迷。
959,昏蒙頭眩,頭昏。
960,昏蒙頭眩,頭暈。
961,泛惡,噁心。
962,泛惡欲吐,噁心。
963,泛惡欲吐,嘔吐。
964,泛酸,泛酸。
965,泛酸欲嘔,泛酸。
966,泛酸欲嘔,嘔吐。
967,疝氣,疝氣。
968,疝痛,腹痛。
969,肢末欠溫,四肢冷。
970,肢冷,四肢冷。
971,肢涼，周身拘束,四肢冷。
972,肢麻,四肢麻木。
973,肢腫膚脹,四肢浮腫。
974,肢腫膚脹,全身浮腫。
975,肢懈肢冷,四肢無力。
976,肢懈肢冷,四肢冷。
977,肢體困倦,四肢無力。
978,肢體拘攣,四肢拘急。
979,肢體怠惰,四肢無力。
980,肢體倦怠,四肢無力。
981,肢體疲軟,四肢無力。
982,肢體麻木,四肢麻木。
983,肢體麻痹,四肢麻木。
984,肢體掣強，伸縮不利,四肢拘急。
985,肢體掣強，伸縮不利,四肢僵硬。
986,肢體無力,四肢無力。
987,肩背腰腿及周身疼有定處，或如錐刺,肩痛。
988,肩背腰腿及周身疼有定處，或如錐刺,背痛。
989,肩背腰腿及周身疼有定處，或如錐刺,腰痛。
990,肩背腰腿及周身疼有定處，或如錐刺,腿痛。
991,肩背腰腿及周身疼有定處，或如錐刺,全身痛。
992,臥床不起,嗜睡。
993,臥則筋惕肉瞤,臥則肉顫。
994,臥時蜷曲,蜷臥。
995,臥起不安,情緒心慌。
996,表情淡漠,意識呆滯。
997,青筋暴露,青筋暴露。
998,青筋暴露，或紅絲赤縷，或見於皮膚，或見於四肢，或見於脘腹,青筋暴露。
999,青筋暴露，或紅絲赤縷，或見於皮膚，或見於四肢，或見於脘腹,全身血絲。
1000,便下痰涎，則痞悶隨減，或得溫熱可減,大便挾黏液。
1001,便出痰涎,大便挾黏液。
1002,便血,大便挾血。
1003,便後脫肛,脫肛。
1004,便軟,大便質稀。
1005,便閉,大便不暢。
1006,便溺、嘔吐、失血等，紅赤甚則紫黑,大便色紅。
1007,便溺、嘔吐、失血等，紅赤甚則紫黑,小便色紅。
1008,便溏,大便質稀。
1009,便溏熱不爽,大便質稀。
1010,便頻糞稀,大便次多。
1011,便頻糞稀,大便質稀。
1012,便燥,大便質硬。
1013,便膿血,大便挾膿。
1014,便膿血,大便挾血。
1015,前後泄利,小便量多。
1016,前後泄利,大便量多。
1017,咳、吐、嘔、唾出清涎,吐涎。
1018,咳多白沫,痰挾沫。
1019,咳血,咳血。
1020,咳血聲啞,咳血。
1021,咳血聲啞,聲啞。
1022,咳則尿出,咳時尿出。
1023,咳咯痰水清稀,咳痰。
1024,咳咯痰水清稀,痰色清。
1025,咳咯痰水清稀,痰質稀。
1026,咳甚於夜間,夜咳。
1027,咳逆,咳嗽。
1028,咳逆,氣逆。
1029,咳逆上氣,咳嗽。
1030,咳逆上氣,氣逆。
1031,咳逆氣逆氣喘,咳嗽。
1032,咳逆氣逆氣喘,氣逆。
1033,咳逆氣逆氣喘,呼吸急促。
1034,咳逆氣短,咳嗽。
1035,咳逆氣短,氣逆。
1036,咳逆氣短,呼吸微弱。
1037,咳逆胸痞,咳嗽。
1038,咳逆胸痞,氣逆。
1039,咳逆胸痞,胸悶。
1040,咳逆惡心,咳嗽。
1041,咳逆惡心,氣逆。
1042,咳逆惡心,噁心。
1043,咳逆嘔噁,咳嗽。
1044,咳逆嘔噁,氣逆。
1045,咳逆嘔噁,嘔吐。
1046,咳逆嘔噁,噁心。
1047,咳喘胸痛,咳喘。
1048,咳喘胸痛,胸痛。
1049,咳喘痰稠,咳喘。
1050,咳喘痰稠,痰質濃。
1051,咳唾泡沫痰,吐涎。
1052,咳唾泡沫痰,痰挾沫。
1053,咳唾鼻流清涕,鼻流涕。
1054,咳唾鼻流清涕,涕色清。
1055,咳嗆,嗆咳。
1056,咳嗆咽乾嘈雜易飢,嗆咳。
1057,咳嗆咽乾嘈雜易飢,喉乾。
1058,咳嗆咽乾嘈雜易飢,嘈雜。
1059,咳嗆咽乾嘈雜易飢,食欲亢進。
1060,咳痰,咳痰。
1061,咳痰吐痰,咳痰。
1062,咳痰臭腐,痰味臭。
1063,咳痰臭穢如粥，或為膿血,痰味臭。
1064,咳痰臭穢如粥，或為膿血,痰質濃。
1065,咳痰臭穢如粥，或為膿血,痰挾膿。
1066,咳痰臭穢如粥，或為膿血,痰挾血。
1067,咳痰清稀如泡沫,咳痰。
1068,咳痰清稀如泡沫,痰質稀。
1069,咳痰喘急,咳痰。
1070,咳痰喘急,呼吸急促。
1071,咳痰黃稠,咳痰。
1072,咳痰黃稠,痰色黃。
1073,咳痰黃稠,痰質濃。
1074,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,咳痰。
1075,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,痰難咳出。
1076,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,痰色紅。
1077,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,痰挾血。
1078,咳痰黏著難出，其色粉紅，或帶血絲，甚則巨口咯出，鮮紫不一,痰色紫。
1079,咳痰難出,痰難咳出。
1080,咳嗽,咳嗽。
1081,咳嗽上氣,咳嗽。
1082,咳嗽上氣,氣逆。
1083,咳嗽不爽,咳嗽。
1084,咳嗽作嗆,嗆咳。
1085,咳嗽呼吸引痛,咳嗽。
1086,咳嗽呼吸引痛,胸痛。
1087,咳嗽呼吸引痛,脅痛。
1088,咳嗽時咯血,咳嗽。
1089,咳嗽時咯血,咳血。
1090,咳嗽氣喘,咳嗽。
1091,咳嗽氣喘,呼吸急促。
1092,咳嗽痰少,咳嗽。
1093,咳嗽痰少,痰量少。
1094,咳嗽痰多清稀,咳嗽。
1095,咳嗽痰多清稀,痰量多。
1096,咳嗽痰多清稀,痰色清。
1097,咳嗽痰多清稀,痰質稀。
1098,咳嗽聲低,咳嗽。
1099,咳嗽聲低,咳聲小。
1100,咳聲低微,咳聲小。
1101,咳聲重濁,咳聲大。
1102,咽中熱沖即作嗆咳,嗆咳。
1103,咽阻失音,咽阻。
1104,咽阻失音,聲啞。
1105,咽阻音塞,咽阻。
1106,咽阻音塞,聲啞。
1107,咽阻胸悶咳嗽,咽阻。
1108,咽阻胸悶咳嗽,胸悶。
1109,咽阻胸悶咳嗽,咳嗽。
1110,咽破失音,聲啞。
1111,咽乾,喉乾。
1112,咽乾口燥,口乾。
1113,咽乾口燥,喉乾。
1114,咽乾咽痛,喉乾。
1115,咽乾咽痛,喉痛。
1116,咽乾唇燥,喉乾。
1117,咽乾唇燥,唇乾。
1118,咽乾痛,喉乾。
1119,咽乾痛,喉痛。
1120,咽乾癢乾咳,喉乾。
1121,咽乾癢乾咳,喉癢。
1122,咽乾癢乾咳,咳時無痰。
1123,咽乾癢痰稠,喉乾。
1124,咽乾癢痰稠,喉癢。
1125,咽乾癢痰稠,痰質濃。
1126,咽喉不利,咽阻。
1127,咽喉不利，咽癢,喉癢。
1128,咽喉似有物梗阻,咽阻。
1129,咽喉乾燥,喉乾。
1130,咽喉腫痛,喉痛。
1131,咽喉燥癢,喉乾。
1132,咽喉燥癢,喉癢。
1133,咽痛,喉痛。
1134,咽痛，乾燥隱痛,喉乾。
1135,咽痛，乾燥隱痛,喉痛。
1136,咽痛音啞,喉痛。
1137,咽痛音啞,聲啞。
1138,咽痛音嘶,喉痛。
1139,咽痛音嘶,聲啞。
1140,咽痛氣逆,喉痛。
1141,咽痛氣逆,氣逆。
1142,咽痛齦腫,喉痛。
1143,咽痛齦腫,牙齦腫。
1144,咽癢痰白清泡沫,喉癢。
1145,咽癢痰白清泡沫,痰色白。
1146,咽癢痰白清泡沫,痰挾沫。
1147,咯、吐、便、溺等排泄物自覺清冷,小便色清。
1148,咯吐瘀紫,咳吐。
1149,咯吐膿血,咳血。
1150,咯吐膿血,吐血。
1151,咯吐艱澀,痰難咳出。
1152,咯吐鮮血,咳血。
1153,咯吐鮮血,吐血。
1154,咯血,咳血。
1155,咯血瘀紫,咳血。
1156,咯痰,咳痰。
1157,咯痰黏白,痰質濃。
1158,咯痰黏白,痰色白。
1159,怠倦,情緒神疲。
1160,急劇疼痛,全身痛。
1161,恍惚,意識恍惚。
1162,指甲、皮膚青紫,指甲色紫。
1163,指甲、皮膚青紫,皮膚色紫。
1164,流清涕如水,涕色清。
1165,為咳為喘,咳喘。
1166,甚則有汗，喘則汗出,自汗。
1167,甚則有汗，喘則汗出,呼吸急促。
1168,畏寒,畏寒。
1169,眉棱骨痛,額痛。
1170,突然昏仆，不省人事，面色蒼白，移時甦醒，復如常人,意識昏迷。
1171,突然昏仆，不省人事，面色蒼白，移時甦醒，復如常人,面色白。
1172,紅光滿面,面色紅。
1173,紅色疹,皮膚紅疹。
1174,紅色斑,皮膚紅斑。
1175,胃不喜食,食欲低落。
1176,胃中灼痛，或胃中不舒,胃灼熱。
1177,胃中灼痛，或胃中不舒,胃痛。
1178,胃中若冷，時唾清涎,吐涎。
1179,胃中嘈痛,胃痛。
1180,胃中嘈痛,嘈雜。
1181,胃納欠佳,食欲低落。
1182,胃納減少,食欲低落。
1183,胃脘空痛，胃按之濡不硬,胃痛。
1184,胃脘疼痛作脹,腹痛。
1185,胃脘疼痛作脹,腹脹。
1186,胃脘痛食多又痛，食過亦痛,胃痛。
1187,胃脘痛得食即止，手按痛緩,胃痛食後減輕。
1188,胃脘痞脹,胃脹。
1189,胃脘脹痛得食痛甚,胃脹。
1190,胃脘脹痛得食痛甚,胃痛。
1191,胃脘虛痞,嘈雜。
1192,胃痛,胃痛。
1193,胃痛得暖得食則緩,胃痛溫暖時減輕。
1194,胃痛得暖得食則緩,胃痛食後減輕。
1195,胃痛綿綿不絕,胃痛。
1196,胃痛噁心,胃痛。
1197,胃痛噁心,噁心。
1198,胃虛食少,食欲低落。
1199,胃鈍不食,胃悶。
1200,胃鈍不食,食欲低落。
1201,胃腹部刺痛,胃痛。
1202,胃腹部刺痛,腹痛。
1203,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,胃灼熱。
1204,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,嘈雜。
1205,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,食欲亢進。
1206,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,食欲低落。
1207,胃熱如咯，嘈雜似飢而不能納食，食則痛甚,胃痛。
1208,背麻,背麻。
1209,背寒,背冷。
1210,背惡寒,背冷。
1211,背難挺直喜溫手摩,背僵。
1212,背難挺直喜溫手摩,喜溫。
1213,面(白光),面色白。
1214,面(白光)，黃白,面色白。
1215,面(白光)，黃白,面色黃。
1216,面及下肢時有浮腫,面浮腫。
1217,面及下肢時有浮腫,下肢浮腫。
1218,面白少華,面色白。
1219,面白少華,面色暗。
1220,面白多汗,面色白。
1221,面白多汗,大汗。
1222,面白唇淡,面色白。
1223,面白唇淡,唇色白。
1224,面白唇紺,面色白。
1225,面白唇紺,唇色紫。
1226,面白脫色,面色白。
1227,面皮萎黃,面色黃。
1228,面目浮腫,面浮腫。
1229,面目黧黑,面色黑。
1230,面灰不澤,面色暗。
1231,面色(白光)白,面色白。
1232,面色(白光)白，輕度浮腫,面色白。
1233,面色(白光)白，輕度浮腫,面浮腫。
1234,面色(白光)白無華,面色白。
1235,面色(白光)白無華,面色暗。
1236,面色不華,面色暗。
1237,面色不華或萎黃,面色暗。
1238,面色不華或萎黃,面色黃。
1239,面色不澤,面色暗。
1240,面色少華,面色暗。
1241,面色白,面色白。
1242,面色灰滯或青紫,面色青。
1243,面色青白,面色青。
1244,面色青白,面色白。
1245,面色青晦，指甲青紫,面色青。
1246,面色青晦，指甲青紫,面色暗。
1247,面色青晦，指甲青紫,指甲色紫。
1248,面色青紫,面色青。
1249,面色青黃,面色青。
1250,面色青黃,面色黃。
1251,面色枯索,面色暗。
1252,面色枯瘁,面色暗。
1253,面色枯黯,面色暗。
1254,面色淡白,面色白。
1255,面色淡白不澤,面色白。
1256,面色淡白不澤,面色暗。
1257,面色淡黃之中有紅點紅紋,面色黃。
1258,面色無華,面色暗。
1259,面色萎黃，青黃,面色黃。
1260,面色萎黃，青黃,面色青。
1261,面色虛,面色白。
1262,面色黃赤,面色黃。
1263,面色黃赤,面色紅。
1264,面色黑滯,面色黑。
1265,面色蒼白,面色白。
1266,面色蒼白，無華,面色白。
1267,面色蒼白，無華,面色暗。
1268,面色蒼黃,面色黃。
1269,面色黧黑,面色黑。
1270,面色晄白或灰滯,面色白。
1271,面赤,面色紅。
1272,面赤口渴引飲,面色紅。
1273,面赤口渴引飲,口渴。
1274,面赤光潤帶白色,面色白。
1275,面赤光潤帶白色,面色紅。
1276,面赤煩渴,面色紅。
1277,面赤煩渴,口渴。
1278,面赤腹熱,面色紅。
1279,面赤腹熱,腹熱。
1280,面青白虛浮,面色青。
